id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
cdpc16c19g_c	Cdp diacylglycerol (C16:0, C19:0)	C47H85N3O15P2		cpd15935				MNXM3560					
cdpc19c19g_c	Cdp diacylglycerol (C19:0, C19:0)	C50H91N3O15P2		cpd15936				MNXM4506					
cdp4dh6doglc_c	CDP-4-dehydro-6-deoxy-D-glucose	C15H21N3O15P2	META:CPD-658	cpd00897	UPC01219	C01219		MNXM1370					
cdp4dh36ddglc_c	CDP-4-dehydro-3-6-dideoxy-D-glucose	C15H21N3O14P2						MNXM148139					
cdpabeq_c	CDP-abequose	C15H23N3O14P2	META:CDP-ABEQUOSE	cpd01233		C01788		MNXM4515					
cdpglc_c	CDP-glucose	C15H23N3O16P2	META:CDP-D-GLUCOSE	cpd00390	UPC00501	C00501		MNXM1729		HMDB03369			
cigam_c	Cys-1D-myo-inositol 2-deoxy-D-glucopyranoside	C15H28N2O11S		cpd15938				MNXM92226					
igam_c	1D-myo-inositol 2-deoxy-D-glucopyranoside	C12H24NO10		cpd15963				MNXM90771					
ficytc_c	Ferricytochrome c C42H52FeN8O6S2	C42H52FeN8O6S2	META:Oxidized-cytochromes	cpd00685		C00923		MNXM5749					
diact_e	Diacetyl	C4H6O2	META:DIACETYL	cpd00551		C00741		MNXM1467		HMDB03407		LMFA12000012	
decdp_tb_c	(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate	C50H81O7P2						MNXM7936					
decdp_c	All trans Decaprenyl diphosphate	C50H81O7P2	META:CPD-9610	cpd02746		C17432	Decaprenyl_diphosphate	MNXM1721	2162214	HMDB06288;HMDB59616			
prephth_c	Phthiocerol precursor	C32H61O5		cpd16025				MNXM5898					
mbhn_c	Methyl behenic acid	C23H45O2		cpd15971				MNXM7525					
dmlgnc_c	Dimethyl lignoceric acid	C26H51O2		cpd15951				MNXM7310					
tmhexc_c	Tri-methyl hexacosanoate	C29H57O2		cpd16050				MNXM7836					
tamocta_c	Tetra-methyl octacosanoate	C32H63O2		cpd16038				MNXM5940					
fol_e	Folate	C19H17N7O6;C19H18N7O6	META:CPD-12826	cpd00393	UPC00504	C00504;D00070	Folate	MNXM617	197965;200716	HMDB00121			
glycogen1500_e	Glycogen (n=1500 repeat units) (glc alpha 1,4/6 glc)	C9000H15002O7501						MNXM148270					
h2co3_c	Carbonic acid	CH2O3;H2CO3						MNXM96530					
mocogdp_c	Molybdopterin guanine dinucleotide	C20H22N10O15P2S2Mo				C19928		MNXM62333					
motre_c	Maltooligosyltrehalose	C42H72O36	META:MALTOOLIGOSYLTREHALOSE	cpd15993				MNXM12187					
malttre_c	Maltosyltrehalose	C24H42O21						MNXM148336					
mssg_c	Mycothiol (oxidized - dimer)	C34H58N4O24S2		cpd15999				MNXM12305					
nh4oh_c	Ammonium hydroxide	H5NO	META:NH4OH	cpd00985		C01358;D04594		MNXM146119					
udcpo5_p	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl	C81H134O25P2						MNXM146456					
udcpo4_c	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose	C79H132O24P2;C79H130O24P2						MNXM145572					
udcpo5_c	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl	C81H134O25P2						MNXM146456					
udcpo5_e	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl	C81H134O25P2						MNXM146456					
phthiocerol_c	Phthiocerol A	C32H66O3		cpd16019				MNXM75251				LMFA05000692	
pdima_c	Phthiocerol dimycocerosate A (Mtb)	C96H190O5		cpd16007				MNXM7674					
pdima_e	Phthiocerol dimycocerosate A (Mtb)	C96H190O5		cpd16007				MNXM7674					
phthdl_c	Phthiodolone	C31H62O3		cpd16018				MNXM7676					
prephthACP_c	Phthiocerol precursor bound ACP	C43H81N2O11PRS		cpd16026				MNXM5899					
salcn_e	Salicin	C13H18O7	META:CPD-1142	cpd01030		C01451		MNXM2561		HMDB03546			
scl2_c	Sirohydrochlorin 2	C42H38N4O16		cpd16034				MNXM7770					
udcpgrm_c	Undecaprenyl diphosphate galactose-rhamnose-mannose	C73H122O21P2						MNXM147332					
udcpg_c	Undecaprenyl diphosphate galactose	C61H102O12P2						MNXM147330					
udcpgr_c	Undecaprenyl diphosphate galactose-rhamnose	C67H112O16P2						MNXM147331					
12dgr160_p	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)	C35H68O5		cpd15309				MNXM3132					
12dgr180_p	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	C39H76O5						MNXM4217					
3hppnl_c	3-Hydroxypropanal	C3H6O2	META:HYDROXYPROPANAL	cpd00714	UPC00969	C00969		MNXM1526		HMDB03453			
13ppd_c	1,3-Propanediol	C3H8O2	META:CPD-347	cpd01618	UPC02457	C02457		MNXM2861					
13ppd_e	1,3-Propanediol	C3H8O2	META:CPD-347	cpd01618	UPC02457	C02457		MNXM2861					
13ppd_p	1,3-Propanediol	C3H8O2	META:CPD-347	cpd01618	UPC02457	C02457		MNXM2861					
ribflv_e	Riboflavin	C17H19N4O6;C17H20N4O6	META:RIBOFLAVIN	cpd00220	UPC00255	C00255;D00050		MNXM270		HMDB00244			
pqh2_p	Plastoquinol	C8H10O2						MNXM145595					
pq_p	Plastoquinone	C8H8O2						MNXM145596					
pcox_p	Plastocyanin(Cu2+)	R						MNXM145922					
pcrd_p	Plastocyanin(Cu+)	R						MNXM145921					
coa_e	Coenzyme A	C21H32N7O16P3S	META:CO-A;META:COA-GROUP	cpd00010	UPC00010	C00010	CoA-SH	MNXM12	162743;193514;2485002;29374;5490263;76194	HMDB01423	c0919		
entermg_c	Enterobactin monoglycosylated	C36H37N3O20						MNXM148234					
istnt_c	Isethionate C2H5O4S	C2H5O4S											
istnt_e	Isethionate C2H5O4S	C2H5O4S											
man1p_e	D-Mannose 1-phosphate	C6H11O9P	META:MANNOSE-1P	cpd00485	UPC00636	C00636		MNXM721	532531	HMDB00994;HMDB01436;HMDB06330			
rnam_p	N Ribosylnicotinamide C11H15N2O5	C11H15N2O5;C11H14N2O5	META:NICOTINAMIDE_RIBOSE	cpd02016		C03150	Nicotinamide_riboside	MNXM1115		HMDB00855			
Lcyst_c	L-Cysteate	C3H6NO5S	META:L-CYSTEATE	cpd00395	UPC00506	C00506	L-Cysteate	MNXM713	379444;5673778	HMDB02757			
hco3_e	Bicarbonate	CHO3;HCO3	META:CO3;META:H2CO3;META:HCO3	cpd00242	UPC00288;UPC01353	C00288;C01353	Hydrogen_carbonate	MNXM60	111627;29896;425425	HMDB00595;HMDB03538;HMDB31453			
3oxoadp_e	3-Oxoadipate	C6H6O5	META:3-KETO-ADIPATE	cpd00630	UPC00846	C00846	3-Oxoadipate	MNXM716		HMDB00398	c0100	LMFA01170096	
3oxoadp_p	3-Oxoadipate	C6H6O5	META:3-KETO-ADIPATE	cpd00630	UPC00846	C00846	3-Oxoadipate	MNXM716		HMDB00398	c0100	LMFA01170096	
4hba_e	4-Hydroxy-benzyl alcohol	C7H8O2	META:4-HYDROXY-BENZYL-ALCOHOL	cpd15378;cpd17595		C17467		MNXM107505		HMDB11724			
4hba_p	4-Hydroxy-benzyl alcohol	C7H8O2	META:4-HYDROXY-BENZYL-ALCOHOL	cpd15378;cpd17595		C17467		MNXM107505		HMDB11724			
4mbzald_c	P-methylbenzaldehyde	C8H8O	META:CPD-8773	cpd04138		C06758		MNXM4077		HMDB29638	c0201		
4mbzalc_c	4-methylbenzyl alcohol	C8H10O	META:4-METHYLBENZYL-ALCOHOL	cpd04137		C06757		MNXM3500		HMDB41609	c0200		
p_tol_c	P-toluate	C8H7O2	META:4-TOLUENECARBOXYLATE	cpd01033		C01454		MNXM3331		HMDB29635	c0202		
hmccms_c	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	C7H7O4	META:CPD-8781;META:CPD-9163	cpd04139		C06760		MNXM2927			c0204		
4mcat_c	4-Methylcatechol	C7H8O2	META:4-METHYLCATECHOL	cpd04117		C06730		MNXM961		HMDB00873	c0126		
2hchd_c	2-Hydroxy-cis-hex-2,4-dienoate	C6H7O3		cpd08209		C11354		MNXM145883				LMFA01031001	
hco3_p	Bicarbonate	CHO3;HCO3	META:CO3;META:H2CO3;META:HCO3	cpd00242	UPC00288;UPC01353	C00288;C01353	Hydrogen_carbonate	MNXM60	111627;29896;425425	HMDB00595;HMDB03538;HMDB31453			
dmgly_c	N,N-Dimethylglycine	C4H9NO2	META:DIMETHYL-GLYCINE	cpd00756	UPC01026	C01026	N,N-Dimethylglycine	MNXM464	1614585	HMDB00092			
btoh_e	Butanol	C4H10O						MNXM146369					
btoh_p	Butanol	C4H10O						MNXM146369					
bz_p	Benzoate	C7H5O2	META:BENZOATE	cpd00153	UPC00180	C00180;C00539;D00038		MNXM217		HMDB01870	c0121		
chols_p	Choline sulfate	C5H13NO4S	META:CPD-543	cpd00681	UPC00919	C00919		MNXM1547					
4crsol_p	P-Cresol	C7H8O	META:CPD-108	cpd01042		C01468		MNXM828		HMDB01858;HMDB13762	c0127		
4crsol_e	P-Cresol	C7H8O	META:CPD-108	cpd01042		C01468		MNXM828		HMDB01858;HMDB13762	c0127		
dh4mchc_c	Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate	C8H9O4	META:CIS-12-DIHYDROXY-ETCETERA-CARBOXYLATE	cpd04116		C06729		MNXM3734			c0203		
sarcs_c	Sarcosine	C3H7NO2	META:SARCOSINE	cpd00183	UPC00213	C00213	Sarcosine	MNXM300		HMDB00271	c0135		
ibt_p	Isobutyrate	C4H7O2	META:ISOBUTYRATE	cpd01711	UPC02632	C02632		MNXM2531		HMDB01873;HMDB03151	c0383	LMFA01020071	
vanln_c	Vanillin	C8H8O3	META:VANILLIN	cpd00561		C00755;D00091		MNXM754		HMDB12308	c0193		
Nforglu_c	N-Formyl-L-glutamate	C6H9NO5	META:CPD-600	cpd00770	UPC01045	C01045	N-Formyl-L-glutamate	MNXM1287		HMDB03470			
xyl4_c	Xylotetraose	C20H34O17	META:CPD-13216					MNXM89232					
xylan4_c	Xylan (4 backbone units, 1 glcur side chain)	C26H41O23						MNXM146654					
mmtsa_c	(S)-Methylmalonate semialdehyde	C4H5O3	META:CH3-MALONATE-S-ALD	cpd00287		C06002	(S)-Methylmalonate_semialdehyde	MNXM933		HMDB02217		LMFA01060190	
4hoxoh_c	4-Hydroxy-2-oxohexanoic acid	C6H9O4		cpd04141		C06762		MNXM2488			c0206	LMFA01050343	
ibt_e	Isobutyrate	C4H7O2	META:ISOBUTYRATE	cpd01711	UPC02632	C02632		MNXM2531		HMDB01873;HMDB03151	c0383	LMFA01020071	
Lcyst_e	L-Cysteate	C3H6NO5S	META:L-CYSTEATE	cpd00395	UPC00506	C00506	L-Cysteate	MNXM713	379444;5673778	HMDB02757			
Lcyst_p	L-Cysteate	C3H6NO5S	META:L-CYSTEATE	cpd00395	UPC00506	C00506	L-Cysteate	MNXM713	379444;5673778	HMDB02757			
manb_c	Mannobiose (beta-1,4)	C12H22O11						MNXM147141					
manb_e	Mannobiose (beta-1,4)	C12H22O11						MNXM147141					
n2_e	Nitrogen	N2	META:NITROGEN-MOLECULE	cpd00528	UPC00697	C00697;D00083	Nitrogen	MNXM724		HMDB01371	c1577		
n2_p	Nitrogen	N2	META:NITROGEN-MOLECULE	cpd00528	UPC00697	C00697;D00083	Nitrogen	MNXM724		HMDB01371	c1577		
ppco_p	Periplasmic cytochromes c type oxidized	C42H54FeN8O6S2						MNXM146440					
ppcr_p	Periplasmic cytochromes c type - reduced	C42H54FeN8O6S2						MNXM146439					
p_xyl_c	P-methyltoluene	C8H10	META:CPD-1422	cpd04136		C06756		MNXM3685		HMDB59924	c0083		
p_xyl_e	P-methyltoluene	C8H10	META:CPD-1422	cpd04136		C06756		MNXM3685		HMDB59924	c0083		
p_xyl_p	P-methyltoluene	C8H10	META:CPD-1422	cpd04136		C06756		MNXM3685		HMDB59924	c0083		
salcn_p	Salicin	C13H18O7	META:CPD-1142	cpd01030		C01451		MNXM2561		HMDB03546			
vanlt_c	Vanillate	C8H7O4	META:VANILLATE	cpd04073		C06672		MNXM982		HMDB00484	c0194		
vanlt_p	Vanillate	C8H7O4	META:VANILLATE	cpd04073		C06672		MNXM982		HMDB00484	c0194		
vanln_p	Vanillin	C8H8O3	META:VANILLIN	cpd00561		C00755;D00091		MNXM754		HMDB12308	c0193		
vanlt_e	Vanillate	C8H7O4	META:VANILLATE	cpd04073		C06672		MNXM982		HMDB00484	c0194		
xylan4_e	Xylan (4 backbone units, 1 glcur side chain)	C26H41O23						MNXM146654					
xyl3_c	Xylotriose	C15H26O13	META:CPD-13215;META:CPD-7266					MNXM147052					
xyl3_e	Xylotriose	C15H26O13	META:CPD-13215;META:CPD-7266					MNXM147052					
xylb_c	Xylobiose	C10H18O9	META:CPD-13037;META:CPD-7267	cpd01144		C01630		MNXM9373		HMDB29894			
xylb_e	Xylobiose	C10H18O9	META:CPD-13037;META:CPD-7267	cpd01144		C01630		MNXM9373		HMDB29894			
2obut_p	2-Oxobutanoate	C4H5O3	META:2-OXOBUTANOATE	cpd00094	UPC00109	C00109	2-Oxobutanoate	MNXM159	936714	HMDB00005;HMDB06544	c0360	LMFA01060002	
2obut_e	2-Oxobutanoate	C4H5O3	META:2-OXOBUTANOATE	cpd00094	UPC00109	C00109	2-Oxobutanoate	MNXM159	936714	HMDB00005;HMDB06544	c0360	LMFA01060002	
4abz_e	4-Aminobenzoate	C7H6NO2	META:P-AMINO-BENZOATE	cpd00443	UPC00568	C00568;D02456	4-Aminobenzoate	MNXM421		HMDB01392	c0550		
6a2ohxnt_c	6-Amino-2-oxohexanoate	C6H11NO3	META:2-KETO-6-AMINO-CAPROATE	cpd02074		C03239	6-Amino-2-oxohexanoate	MNXM916		HMDB12151			
lys__D_c	D-Lysine	C6H15N2O2	META:CPD-219	cpd00549		C00739		MNXM975		HMDB03405			
murein3px3p_p	Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	C68H102N12O37	META:CPD0-2277	cpd15502				MNXM88342					
malttrtre_c	Maltotriosyltrehalose	C30H52O26						MNXM148338					
12dgr140_p	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5						MNXM146479					
Lpipecol_c	L-Pipecolate	C6H11NO2	META:CPD-11619;META:L-PIPECOLATE	cpd00323		C00408	L-Pipecolate	MNXM684		HMDB00070;HMDB00716;HMDB05960			
1pipdn2c_c	Delta1-Piperideine-2-carboxylate	C6H9NO2	META:DELTA1-PIPERIDEINE-2-CARBOXYLATE	cpd00922		C04092	delta1-Piperidine-2-carboxylate	MNXM911		HMDB01084			
L2aadp_c	L 2 Aminoadipate C6H10NO4	C6H10NO4	META:CPD-468;META:CPD-9400	cpd00705	UPC00956	C00956	L-2-Aminoadipate	MNXM268	508531	HMDB00510		LMFA01170098	
2oxoadp_c	2 Oxoadipate C6H6O5	C6H6O5	META:2K-ADIPATE	cpd00269	UPC00322	C00322	2-Oxoadipate	MNXM263	113577;70951	HMDB00225		LMFA01170121	
5oxpro_c	5-Oxoproline	C5H6NO3	META:5-OXOPROLINE	cpd01293		C01879		MNXM964	1247942	HMDB00267;HMDB00805;HMDB60262			
L2aadp6sa_c	L 2 Aminoadipate 6 semialdehyde C6H11NO3	C6H11NO3	META:ALLYSINE	cpd02522	UPC04076	C04076	L-2-Aminoadipate_6-semialdehyde	MNXM89905	113556	HMDB59595			
thp2c_c	2,3,4,5-Tetrahydropyridine-2-carboxylate	C6H8NO2	META:CPD-7682	cpd00352		C00450	delta6-Piperidine-2-L-carboxylate	MNXM748		HMDB12130;HMDB59657			
Ncbmpts_c	N-Carbamoylputrescine	C5H13N3O	META:CPD-597	cpd00341	UPC00436	C00436		MNXM1243		HMDB33458			
feroxEfe_p	Ferrioxamine-E-fe	C27H45FeN6O9						MNXM146392					
feroxEfe_c	Ferrioxamine-E-fe	C27H45FeN6O9						MNXM146392					
feroxE_c	Ferrioxamine-E	C27H45N6O9	META:Siderophore					MNXM97708		HMDB41894			
feroxEfe_e	Ferrioxamine-E-fe	C27H45FeN6O9						MNXM146392					
feroxE_e	Ferrioxamine-E	C27H45N6O9	META:Siderophore					MNXM97708		HMDB41894			
feroxE_p	Ferrioxamine-E	C27H45N6O9	META:Siderophore					MNXM97708		HMDB41894			
gluala_c	5 L Glutamyl L alanine C8H13N2O5	C8H13N2O5	META:CPD-407	cpd02343;cpd15236		C03738		MNXM4594		HMDB06248;HMDB36301			
S_gtrdhdlp_c	S-Glutaryldihydrolipoamide	C13H22NO4S2		cpd03672	UPC06157	C06157		MNXM81222		HMDB06832			
dhlplarg_c	Dihydrolipoyl carrier protein LarG	XH2						MNXM147469					
lplarg_c	Lipoyl carrier protein LarG	X						MNXM147500					
hemeO_c	Heme O	C49H56FeN4O5	META:CPD-17063;META:HEME_O	cpd11313	UPC15672	C15672		MNXM1278					
mantr_c	Mannotriose (beta-1,4)	C18H32O16						MNXM147143					
manttr_c	Mannotetraose	C24H42O21	META:CPD-16180;META:Short-Mannan					MNXM61143					
manttr_e	Mannotetraose	C24H42O21	META:CPD-16180;META:Short-Mannan					MNXM61143					
hgentis_c	Homogentisate C8H7O4	C8H7O4	META:HOMOGENTISATE	cpd00426	UPC00544	C00544	Homogentisate	MNXM345	30337	HMDB00130	c0108		
R_3hdcoa_c	(R)-Hydroxydecanoyl-CoA	C31H50N7O18P3S		cpd16755				MNXM4928					
R_3hddcoa_c	(R)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	META:CPD-14918	cpd16756				MNXM4926					
R_3hcddec5ecoa_c	(R)-Hydroxydodecanoyl-5-en-CoA	C33H52N7O18P3S		cpd16753				MNXM6020					
R_3hmrscoa_c	(R)-3-hydroxytetradecanoyl-coa	C35H58N7O18P3S	META:CPD-14923	cpd16758				MNXM4927					
R_3hcmrs7ecoa_c	(R)-3-hydroxy-cis-myristol-7-eoyl-CoA	C35H56N7O18P3S		cpd16754				MNXM6018					
R_3hhcoa_c	(R)-Hydroxyhexanoyl-CoA	C27H42N7O18P3S		cpd16757				MNXM4929					
R_3hocoa_c	(R)-Hydroxyoctanoyl-CoA	C29H46N7O18P3S		cpd16759				MNXM4930					
o2s_c	Superoxide anion	O2	META:SUPER-OXIDE	cpd00532		C00704		MNXM330	1222424;1222461;2000345;3299683;3299686;3341308	HMDB02168			
ficytcc553_c	Ferricytochrome c-553	C42H54FeN8O6S2				C01070		MNXM11553					
focytcc553_c	Ferrocytochrome c-553	C42H54FeN8O6S2				C01071		MNXM746					
ccmuac_c	Cis,cis-Muconate	C6H4O4	META:CIS-CIS-MUCONATE	cpd01630;cpd02288	UPC02480	C02480;C03647	cis,cis-Muconate	MNXM1144		HMDB02349;HMDB06331	c0586	LMFA01170077;LMFA01170124	
cspmd_c	Carboxyspermidine	C8H21N3O2	META:CPD-10012			C18172		MNXM92161					
dhbpt_c	6,7-Dihydrobiopterin	C9H13N5O3	META:BIOPTERIN;META:CPD-14202;META:CPD-15159	cpd00231;cpd01895	UPC00268	C00268;C02953	7,8-Dihydrobiopterin	MNXM90267	1497857	HMDB00038;HMDB02215			
thbpt_c	Tetrahydrobiopterin	C9H15N5O3	META:CPD-14053;META:TETRA-H-BIOPTERIN	cpd00233	UPC00272	C00272;D08505	5,6,7,8-Tetrahydrobiopterin	MNXM89658	29870	HMDB00027;HMDB00787;HMDB02154;HMDB59658			
C100mclPHA_c	C10:0-Medium-chain length Polyhydroxyalkanoate.	C10H18O2R		cpd16744				MNXM6198					
mclPHAg_c	Medium-chain length Polyhydroxyalkanoate growing.	R		cpd16752				MNXM1841					
C120mclPHA_c	C12:0-Medium-chain length Polyhydroxyalkanoate.	C12H22O2R		cpd16745				MNXM6199					
C121mclPHA_c	C12:1-Medium-chain length Polyhydroxyalkanoate.	C12H20O2R		cpd16746				MNXM8355					
C140mclPHA_c	C14:0-Medium-chain length Polyhydroxyalkanoate.	C14H26O2R		cpd16747				MNXM8356					
C141mclPHA_c	C14:1-Medium-chain length Polyhydroxyalkanoate.	C14H24O2R		cpd16748				MNXM8357					
C60mclPHA_c	C6:0-Medium-chain length Polyhydroxyalkanoate	C6H10O2R		cpd16749				MNXM6200					
C80mclPHA_c	C8:0-Medium-chain length Polyhydroxyalkanoate.	C8H14O2R		cpd16750				MNXM6201					
4fumacac_c	4 Fumarylacetoacetate C8H6O6	C8H6O6	META:4-FUMARYL-ACETOACETATE	cpd00780	UPC01061	C01061	4-Fumarylacetoacetate	MNXM708	31175	HMDB01268;HMDB01428	c0110	LMFA01170066	
galman4_c	Galactomannan(n=4 repeat units mannose, alpha-1,4 man)	C24H42O21						MNXM146567					
galman4_e	Galactomannan(n=4 repeat units mannose, alpha-1,4 man)	C24H42O21						MNXM146567					
galman6_c	Galactomannan(n=6 repeat units mannose, alpha-1,4 man)	C36H62O31						MNXM146568					
galman6_e	Galactomannan(n=6 repeat units mannose, alpha-1,4 man)	C36H62O31						MNXM146568					
ghhlipa_c	Glucosyl-heptosyl-heptosyl-kdo2-lipidA	C130H230N2O56P2						MNXM148266					
gm1lipa_e	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1)	C142H253N3O65P2						MNXM146508					
hghhlipa_c	Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA	C137H242N2O62P2						MNXM147479					
hghhlipa_p	Heptosyl-glucosyl-heptosyl-heptosyl-kdo2-lipidA	C137H242N2O62P2						MNXM147479					
gm1lipa_p	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1)	C142H253N3O65P2						MNXM146508					
4mlacac_c	4 Maleylacetoacetate C8H6O6	C8H6O6	META:4-MALEYL-ACETOACETATE	cpd00763	UPC01036	C01036	4-Maleylacetoacetate	MNXM691	31135	HMDB02052	c0109	LMFA01170114	
mucl_c	Mucolactone	C6H5O4		cpd16737				MNXM62645					
6p2dhglcn_c	6-Phospho-2-dehydro-D-gluconate	C6H11O10P	META:CPD-339	cpd00896		C01218		MNXM1218					
34dhbz_e	3,4-Dihydroxybenzoate	C7H5O4	META:3-4-DIHYDROXYBENZOATE	cpd00197	UPC00230	C00230		MNXM204	175977	HMDB01856	c0120		
4gudbutn_c	4 Guanidinobutanoate C5H11N3O2	C5H11N3O2	META:CPD-592	cpd00762		C01035	4-Guanidinobutanoate	MNXM1312		HMDB03464;HMDB05991			
5g2oxpt_c	2-Oxoarginine	C6H11N3O3	META:CPD-824	cpd02364;cpd03528		C03771		MNXM1037		HMDB04225;HMDB06815			
12dgr_EC_c	1,2-Diacylglycerol  (E.coli)	C1836H3448O250	META:DIACYLGLYCEROL	cpd11423	UPC00641	C00641	1,2-Diacyl-sn-glycerol	MNXM59	114519;162777;163414			LMGL02010000	
fdxo_2_2_c	Oxidized ferredoxin	Fe2S2X						MNXM145625					
eths_c	Ethanesulfonate C2H5O3S	C2H5O3S											
eths_e	Ethanesulfonate C2H5O3S	C2H5O3S											
sula_c	Sulfoacetate C2H2O5S	C2H2O5S											
gdbtal_c	4-Guanidinobutanal	C5H12N3O	META:CPD-825	cpd01723		C02647		MNXM1895					
maltttrtre_c	Maltotetraosyltrehalose	C36H62O31						MNXM148337					
maltpttre_c	Maltopentaosyltrehalose	C42H72O36						MNXM148335					
udcdpgalrmnman_c	Undecaprenyl-diphosphate-galactose-rhamnose-mannose	C73H120O21P2						MNXM147332					
udcdpgal_c	Undecaprenyl-diphosphate-galactose	C61H100O12P2						MNXM147330					
udcdpgalrmn_c	Undecaprenyl-diphosphate-galactose-rhamnose	C67H110O16P2						MNXM147331					
salchs1_c	Salmochelin-S1	C26H30N2O16						MNXM148507					
salchsx_c	Salmochelin-SX	C16H21NO11						MNXM146623					
salchs2fe_c	Salmochelin-S2-Fe-III	C42FeH49N3O26						MNXM146230					
salchs2fe_p	Salmochelin-S2-Fe-III	C42FeH49N3O26						MNXM146230					
salchs2fe_e	Salmochelin-S2-Fe-III	C42FeH49N3O26						MNXM146230					
salchs2_c	Salmochelin-S2	C42H49N3O26						MNXM146229					
salchsx_e	Salmochelin-SX	C16H21NO11						MNXM146623					
salchsx_p	Salmochelin-SX	C16H21NO11						MNXM146623					
sula_e	Sulfoacetate C2H2O5S	C2H2O5S											
dgal6p_c	D-Galactose 6-phosphate	C6H11O9P						MNXM92233					
lac6p_c	Lactose-6-phosphate	C12H21O14P	META:CPD-15973	cpd03194	UPC05396	C05396;G10517		MNXM2128		HMDB06789			
id3acald_c	Indole 3 acetaldehyde C10H9NO	C10H9NO	META:INDOLE_ACETALDEHYDE	cpd00486		C00637	Indole-3-acetaldehyde	MNXM518		HMDB01190			
cdpdag_SA_c	CDPdiacylglycerol (Saureus)	C2010H3615N150O542P100		cpd16067				MNXM90614					
pa_SA_c	Phosphatidate (Saureus)	C1560H3015O192P50		cpd16080				MNXM91010					
mdhdhf_c	(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one	C5H8O4	META:CPD-10773					MNXM9407					
5dpmev_c	 R  5 Diphosphomevalonate C6H10O10P2	C6H10O10P2	META:CPD-641	cpd00841	UPC01143	C01143	(R)-Mevalonate-5-diphosphate	MNXM689	191403	HMDB01090;HMDB01981		LMFA01050416	
5forthf_c	5forthf c	C20H22N8O6	META:CPD-671	cpd00502	UPC00664	C00664	5-Formiminotetrahydrofolate	MNXM915	70919	HMDB01534			
mev__R_c	 R  Mevalonate C6H11O4	C6H11O4	META:CPD-350;META:MEVALONATE	cpd00332;cpd01425	UPC00418	C00418;C02104	(R)-Mevalonate	MNXM333	191424	HMDB00227;HMDB59629		LMFA01050352	
id3acald_e	Indole 3 acetaldehyde C10H9NO	C10H9NO	META:INDOLE_ACETALDEHYDE	cpd00486		C00637	Indole-3-acetaldehyde	MNXM518		HMDB01190			
5pmev_c	 R  5 Phosphomevalonate C6H10O7P	C6H10O7P	META:CPD-499	cpd00812	UPC01107	C01107	(R)-Mevalonate-5-phosphate	MNXM567	191296	HMDB01343		LMFA01050415	
mththf_c	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	C5H10O5	META:CPD-10774					MNXM30887					
ncam_e	Nicotinamide	C6H6N2O	META:NIACINAMIDE	cpd00133	UPC00153	C00153;D00036	Nicotinamide	MNXM216	197277	HMDB01406			
cyst__L_e	L-Cystathionine	C6H12N2O4S2;C7H14N2O4S	META:L-CYSTATHIONINE		UPC02291	C02291	L-Cystathionine	MNXM319	1614518	HMDB00099;HMDB00455;HMDB03614			
omclo_e	Outer Membrane Cytochrome c type oxidized (low potential)	C42H54FeN8O6S2						MNXM147532					
omclr_e	Outer Membrane Cytochrome c type reduced 1(low potential)	C42H54FeN8O6S2						MNXM147533					
pep_p	Phosphoenolpyruvate	C3H2O6P	META:PHOSPHO-ENOL-PYRUVATE	cpd00061	UPC00074	C00074	Phosphoenolpyruvate	MNXM73	29492;372364	HMDB00263			
pep_e	Phosphoenolpyruvate	C3H2O6P	META:PHOSPHO-ENOL-PYRUVATE	cpd00061	UPC00074	C00074	Phosphoenolpyruvate	MNXM73	29492;372364	HMDB00263			
cell6_c	Cellulose (n=6 repeating units)	C36H62O31						MNXM147446					
cell6_e	Cellulose (n=6 repeating units)	C36H62O31						MNXM147446					
34dhcinm_p	3,4-Dihydroxy-trans-cinnamate	C9H7O4	META:CAFFEATE;META:CPD-676	cpd00881		C01197;C01481		MNXM890		HMDB03501;HMDB06494			
